Job Title,Company Name,Location,Salary Estimate,Job Description,Rating,Date Posted
Financial Analyst,HealthCare Inc.,"Seattle, WA",$75K-$89K,"We are looking for a Financial Analyst to join our team. You will be working with SQL, Excel, Git, R, Statistics, Jira, Looker.",3.7,2025-06-18
Senior Data Analyst,Alpha Analytics,"Bangalore, IN",$64K-$106K,"We are looking for a Senior Data Analyst to join our team. You will be working with Python, Google Cloud, R.",3.5,2025-04-21
Analytics Consultant,Innovate Solutions,"New York, NY",$93K-$130K,"Innovate Solutions is hiring a Analytics Consultant. You should know Google Cloud, Kubernetes, AWS.",3.0,2025-02-08
Financial Analyst,Beta Data,"San Francisco, CA",$78K-$103K,"Seeking a talented Financial Analyst. Proficiency in Machine Learning, Airflow, Statistics is a must.",4.7,2025-07-17
Senior Data Analyst,Alpha Analytics,"San Francisco, CA",$66K-$106K,"Join Alpha Analytics as a Senior Data Analyst. Key skills required: Power BI, Looker, Kubernetes, Tableau, Excel, Snowflake.",4.1,2025-10-15
Data Engineer,Alpha Analytics,"Toronto, ON",$116K-$148K,"Alpha Analytics is hiring a Data Engineer. You should know Spark, Google Cloud, Jira, Machine Learning.",4.9,2025-01-03
Business Intelligence Analyst,FinancePlus,"New York, NY",$85K-$129K,"Seeking a talented Business Intelligence Analyst. Proficiency in Docker, AWS, Azure, Git is a must.",3.2,2024-06-03
Analytics Consultant,RetailGiants,"Atlanta, GA",$62K-$80K,"Seeking a talented Analytics Consultant. Proficiency in Machine Learning, Power BI, Kubernetes, SQL, Tableau, Looker is a must.",3.3,2025-02-26
Data Scientist,FinancePlus,"Los Angeles, CA",$62K-$86K,"FinancePlus is hiring a Data Scientist. You should know Azure, AWS, SQL, Airflow.",3.1,2024-01-04
Data Analyst,TechCorp,"Toronto, ON",$76K-$109K,"Join TechCorp as a Data Analyst. Key skills required: Airflow, Looker, Tableau, Statistics, Kubernetes, Azure, Python.",4.2,2025-04-11
Financial Analyst,DataWiz,Remote,$55K-$90K,"Seeking a talented Financial Analyst. Proficiency in Google Cloud, Statistics, Excel is a must.",4.4,2024-11-17
Junior Data Analyst,Gamma Group,"New York, NY",$115K-$145K,"Seeking a talented Junior Data Analyst. Proficiency in Hadoop, Google Cloud, Kubernetes, AWS is a must.",4.4,2024-09-15
Data Engineer,CyberSecure,"Toronto, ON",$119K-$158K,"Join CyberSecure as a Data Engineer. Key skills required: Snowflake, AWS, Excel, Airflow.",4.4,2025-01-30
Senior Data Analyst,GreenEnergy,"San Francisco, CA",$70K-$101K,"Exciting opportunity for a Senior Data Analyst at GreenEnergy. Must have experience in Jira, Python, Git, R, Google Cloud, Docker, Snowflake, SQL.",4.8,2025-12-13
BI Developer,GreenEnergy,"Bangalore, IN",$90K-$136K,"Exciting opportunity for a BI Developer at GreenEnergy. Must have experience in SQL, Docker, Tableau.",5.0,2024-07-06
Junior Data Analyst,Gamma Group,"New York, NY",$73K-$88K,"We are looking for a Junior Data Analyst to join our team. You will be working with Machine Learning, Spark, R, Google Cloud, Hadoop, Python.",4.3,2024-05-30
Business Intelligence Analyst,Beta Data,"Bangalore, IN",$72K-$89K,"Join Beta Data as a Business Intelligence Analyst. Key skills required: SQL, Kubernetes, R, Google Cloud.",3.8,2024-02-10
Junior Data Analyst,RetailGiants,Remote,$111K-$128K,"Exciting opportunity for a Junior Data Analyst at RetailGiants. Must have experience in AWS, Jira, Hadoop, Snowflake, Spark, Power BI, Python.",3.2,2024-07-26
Product Analyst,TechCorp,"London, UK",$86K-$123K,"Exciting opportunity for a Product Analyst at TechCorp. Must have experience in R, Snowflake, Python, Tableau.",3.9,2025-03-20
Product Analyst,FinancePlus,"Seattle, WA",$62K-$107K,"We are looking for a Product Analyst to join our team. You will be working with Spark, Looker, Snowflake, Docker, Kubernetes, Python, Airflow.",4.7,2025-07-02
Product Analyst,CyberSecure,"Seattle, WA",$62K-$90K,"Join CyberSecure as a Product Analyst. Key skills required: R, Python, Docker, Statistics, Git.",4.6,2024-12-15
Data Scientist,HealthCare Inc.,"Bangalore, IN",$78K-$121K,"Join HealthCare Inc. as a Data Scientist. Key skills required: AWS, Kubernetes, Docker, Looker, Azure.",3.4,2024-08-02
Financial Analyst,Delta Dynamics,"Seattle, WA",$93K-$141K,"Seeking a talented Financial Analyst. Proficiency in Python, Spark, Kubernetes is a must.",4.0,2024-09-06
Analytics Consultant,Beta Data,"New York, NY",$116K-$135K,"Exciting opportunity for a Analytics Consultant at Beta Data. Must have experience in Airflow, Statistics, Tableau, Spark.",4.1,2025-12-23
Data Scientist,DataWiz,"Bangalore, IN",$56K-$105K,"Exciting opportunity for a Data Scientist at DataWiz. Must have experience in Tableau, Statistics, Python, Snowflake, Spark, Git, Docker, Excel.",4.7,2024-03-16
Analytics Consultant,Delta Dynamics,"Atlanta, GA",$96K-$134K,"Join Delta Dynamics as a Analytics Consultant. Key skills required: Hadoop, Google Cloud, Snowflake, Statistics.",3.8,2024-03-21
BI Developer,CloudSystems,"Toronto, ON",$62K-$77K,"Seeking a talented BI Developer. Proficiency in Looker, Statistics, Hadoop, Spark is a must.",4.5,2025-06-10
Marketing Analyst,CyberSecure,"Boston, MA",$113K-$151K,"Join CyberSecure as a Marketing Analyst. Key skills required: Snowflake, Power BI, Looker, Airflow.",4.2,2025-08-23
BI Developer,Innovate Solutions,"Bangalore, IN",$109K-$146K,"We are looking for a BI Developer to join our team. You will be working with Jira, Docker, Statistics.",4.2,2025-12-11
Data Scientist,RetailGiants,"New York, NY",$90K-$127K,"Join RetailGiants as a Data Scientist. Key skills required: Looker, Statistics, Snowflake.",4.4,2025-08-04
Financial Analyst,HealthCare Inc.,"Boston, MA",$67K-$107K,"Seeking a talented Financial Analyst. Proficiency in Azure, R, Docker, Google Cloud, SQL, Power BI is a must.",4.7,2024-08-26
Data Engineer,Delta Dynamics,"Los Angeles, CA",$53K-$72K,"Exciting opportunity for a Data Engineer at Delta Dynamics. Must have experience in SQL, Git, Azure, Excel, Power BI.",3.8,2025-04-23
Business Intelligence Analyst,Gamma Group,"Bangalore, IN",$54K-$81K,"Seeking a talented Business Intelligence Analyst. Proficiency in Git, Airflow, Python, Looker, Docker, Jira is a must.",3.4,2024-02-16
Machine Learning Engineer,RetailGiants,"Seattle, WA",$84K-$130K,"RetailGiants is hiring a Machine Learning Engineer. You should know Statistics, Google Cloud, Jira, Looker, Azure, Snowflake, Power BI, Machine Learning.",4.2,2024-10-09
Machine Learning Engineer,CyberSecure,"Atlanta, GA",$79K-$100K,"We are looking for a Machine Learning Engineer to join our team. You will be working with Google Cloud, Excel, Statistics, AWS, SQL, Power BI, Jira, Azure.",4.6,2024-04-28
Marketing Analyst,Alpha Analytics,"Toronto, ON",$115K-$137K,"Alpha Analytics is hiring a Marketing Analyst. You should know Kubernetes, SQL, Spark.",4.5,2025-04-18
Product Analyst,Beta Data,"Chicago, IL",$53K-$93K,"We are looking for a Product Analyst to join our team. You will be working with Jira, Azure, R, Python, Machine Learning.",3.2,2024-04-17
Business Intelligence Analyst,FinancePlus,"Bangalore, IN",$100K-$140K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Looker, Git, Excel, SQL, Jira, Spark, Statistics.",3.3,2024-09-23
Junior Data Analyst,DataWiz,"Chicago, IL",$70K-$107K,"Exciting opportunity for a Junior Data Analyst at DataWiz. Must have experience in Snowflake, Docker, Power BI, Tableau, Jira.",4.2,2025-01-25
Senior Data Analyst,EduTech,"Bangalore, IN",$109K-$154K,"Seeking a talented Senior Data Analyst. Proficiency in Airflow, Tableau, Statistics, Looker, Hadoop, Python, Kubernetes is a must.",4.2,2025-09-26
Financial Analyst,Innovate Solutions,"Seattle, WA",$103K-$119K,"Seeking a talented Financial Analyst. Proficiency in Docker, SQL, Excel, Snowflake, Google Cloud, R, Tableau, Python is a must.",4.4,2024-01-01
Data Analyst,Alpha Analytics,"Bangalore, IN",$95K-$125K,"Exciting opportunity for a Data Analyst at Alpha Analytics. Must have experience in Jira, Spark, Statistics.",3.9,2025-11-24
Machine Learning Engineer,Beta Data,"San Francisco, CA",$106K-$148K,"Beta Data is hiring a Machine Learning Engineer. You should know Power BI, Python, Spark, Machine Learning, Snowflake, Docker, R.",4.5,2024-03-21
Data Analyst,Gamma Group,"London, UK",$60K-$79K,"Gamma Group is hiring a Data Analyst. You should know Power BI, Airflow, Google Cloud.",3.2,2024-07-25
Data Scientist,Beta Data,"Toronto, ON",$100K-$113K,"Exciting opportunity for a Data Scientist at Beta Data. Must have experience in Docker, Airflow, Machine Learning, Jira, R.",3.9,2024-10-08
Senior Data Analyst,RetailGiants,"San Francisco, CA",$82K-$99K,"Seeking a talented Senior Data Analyst. Proficiency in Kubernetes, Google Cloud, AWS, Tableau, Looker, Git, Azure, SQL is a must.",4.0,2025-05-06
Data Analyst,CyberSecure,"Denver, CO",$120K-$150K,"CyberSecure is hiring a Data Analyst. You should know Spark, Tableau, Snowflake, Docker.",3.5,2025-07-10
Data Analyst,TechCorp,"Bangalore, IN",$120K-$139K,"Exciting opportunity for a Data Analyst at TechCorp. Must have experience in Looker, Spark, Docker, Excel, Machine Learning, Tableau.",4.3,2025-07-31
Business Intelligence Analyst,HealthCare Inc.,"Los Angeles, CA",$80K-$115K,"Join HealthCare Inc. as a Business Intelligence Analyst. Key skills required: Looker, AWS, Docker, SQL, Tableau, Machine Learning, Jira, Spark.",3.3,2024-06-18
Financial Analyst,Beta Data,"Seattle, WA",$99K-$110K,"Seeking a talented Financial Analyst. Proficiency in AWS, SQL, Machine Learning, Git, Kubernetes, Snowflake, Docker is a must.",3.2,2025-08-03
BI Developer,TechCorp,"Atlanta, GA",$85K-$134K,"TechCorp is hiring a BI Developer. You should know Statistics, Python, Machine Learning, Docker, Snowflake.",3.5,2025-06-04
Data Analyst,Beta Data,"Boston, MA",$107K-$122K,"Exciting opportunity for a Data Analyst at Beta Data. Must have experience in AWS, Docker, Hadoop, Spark.",4.8,2024-08-27
Machine Learning Engineer,FinancePlus,"Denver, CO",$76K-$125K,"Exciting opportunity for a Machine Learning Engineer at FinancePlus. Must have experience in Google Cloud, Git, Python, SQL, Jira, Power BI, Docker.",3.4,2025-02-02
Product Analyst,DataWiz,"Denver, CO",$113K-$154K,"Seeking a talented Product Analyst. Proficiency in Excel, Looker, R, Tableau, Azure, Jira, SQL is a must.",4.0,2025-07-01
Business Intelligence Analyst,DataWiz,Remote,$86K-$129K,"DataWiz is hiring a Business Intelligence Analyst. You should know Kubernetes, Git, Azure, Machine Learning, Looker.",4.5,2024-09-29
Marketing Analyst,RetailGiants,"Seattle, WA",$53K-$65K,"Seeking a talented Marketing Analyst. Proficiency in Excel, Power BI, Docker is a must.",3.2,2024-10-30
Product Analyst,Alpha Analytics,"Berlin, DE",$112K-$141K,"Exciting opportunity for a Product Analyst at Alpha Analytics. Must have experience in Spark, Power BI, Azure, Google Cloud.",3.1,2024-06-06
Senior Data Analyst,RetailGiants,"Los Angeles, CA",$86K-$128K,"Seeking a talented Senior Data Analyst. Proficiency in Looker, Snowflake, Machine Learning, Google Cloud, Kubernetes, Jira, Statistics is a must.",3.6,2024-06-03
Data Scientist,Alpha Analytics,"San Francisco, CA",$73K-$88K,"Seeking a talented Data Scientist. Proficiency in Docker, Git, Spark is a must.",4.3,2025-03-08
BI Developer,RetailGiants,"Toronto, ON",$110K-$143K,"RetailGiants is hiring a BI Developer. You should know Jira, Azure, Docker, Python, Excel, R, Statistics, Machine Learning.",4.3,2024-03-13
Data Analyst,CyberSecure,"Chicago, IL",$95K-$113K,"Exciting opportunity for a Data Analyst at CyberSecure. Must have experience in AWS, Snowflake, Git, Looker, Tableau.",4.4,2024-06-29
Junior Data Analyst,TechCorp,"Seattle, WA",$77K-$111K,"TechCorp is hiring a Junior Data Analyst. You should know Hadoop, Excel, AWS, Statistics, SQL, Spark.",3.9,2024-04-15
Marketing Analyst,Beta Data,"Toronto, ON",$78K-$127K,"We are looking for a Marketing Analyst to join our team. You will be working with Azure, Kubernetes, R, Hadoop.",3.2,2024-09-01
Data Engineer,CloudSystems,"Austin, TX",$106K-$119K,"Exciting opportunity for a Data Engineer at CloudSystems. Must have experience in Snowflake, Airflow, Statistics.",3.7,2025-08-20
Junior Data Analyst,EduTech,"San Francisco, CA",$53K-$71K,"EduTech is hiring a Junior Data Analyst. You should know AWS, Docker, Python, Google Cloud, Git, Airflow, Azure.",4.9,2024-08-07
Machine Learning Engineer,TechCorp,"Bangalore, IN",$119K-$150K,"Exciting opportunity for a Machine Learning Engineer at TechCorp. Must have experience in SQL, Snowflake, Statistics, Airflow, Spark.",4.6,2024-04-23
Data Scientist,CyberSecure,"New York, NY",$101K-$137K,"CyberSecure is hiring a Data Scientist. You should know Git, Kubernetes, Hadoop, Google Cloud.",4.3,2025-10-21
Marketing Analyst,HealthCare Inc.,"Chicago, IL",$116K-$165K,"Join HealthCare Inc. as a Marketing Analyst. Key skills required: Power BI, Git, Python, Tableau, Machine Learning.",3.1,2025-12-02
Senior Data Analyst,GreenEnergy,"Toronto, ON",$99K-$144K,"We are looking for a Senior Data Analyst to join our team. You will be working with Airflow, Azure, Git.",4.3,2024-05-04
Product Analyst,FinancePlus,"Chicago, IL",$90K-$101K,"Exciting opportunity for a Product Analyst at FinancePlus. Must have experience in Docker, Jira, Hadoop, Snowflake, Python, Excel.",4.8,2025-11-08
Data Analyst,RetailGiants,"Toronto, ON",$75K-$102K,"Exciting opportunity for a Data Analyst at RetailGiants. Must have experience in Hadoop, Docker, Git, Machine Learning, Spark, Google Cloud, Airflow.",4.1,2025-04-01
Senior Data Analyst,FinancePlus,"Atlanta, GA",$109K-$120K,"We are looking for a Senior Data Analyst to join our team. You will be working with Power BI, SQL, Jira, Looker, Excel, Azure, Airflow.",4.4,2025-09-26
Analytics Consultant,EduTech,"Berlin, DE",$87K-$133K,"Join EduTech as a Analytics Consultant. Key skills required: Python, Excel, Power BI, AWS, Azure, Statistics, Docker.",3.8,2024-02-10
Machine Learning Engineer,Delta Dynamics,"London, UK",$59K-$73K,"Delta Dynamics is hiring a Machine Learning Engineer. You should know Git, Google Cloud, SQL, Statistics, R, Docker, Hadoop, Azure.",4.0,2025-06-14
Business Intelligence Analyst,DataWiz,"Denver, CO",$52K-$92K,"Exciting opportunity for a Business Intelligence Analyst at DataWiz. Must have experience in Git, Tableau, Azure, Power BI, Python, Machine Learning.",4.9,2025-10-16
BI Developer,Alpha Analytics,"Denver, CO",$77K-$109K,"Alpha Analytics is hiring a BI Developer. You should know Tableau, Excel, Kubernetes.",3.6,2024-02-13
Data Engineer,Alpha Analytics,"London, UK",$65K-$93K,"Exciting opportunity for a Data Engineer at Alpha Analytics. Must have experience in Tableau, R, Machine Learning, Docker, Statistics, Excel, Hadoop, AWS.",3.7,2025-06-12
Senior Data Analyst,RetailGiants,"Los Angeles, CA",$54K-$81K,"RetailGiants is hiring a Senior Data Analyst. You should know Hadoop, SQL, Spark, AWS, Google Cloud, Airflow.",3.1,2025-02-10
Junior Data Analyst,Gamma Group,"Los Angeles, CA",$89K-$104K,"Seeking a talented Junior Data Analyst. Proficiency in Power BI, Airflow, Snowflake, Docker, Kubernetes, Git, AWS, Excel is a must.",3.7,2025-03-04
Analytics Consultant,Gamma Group,Remote,$119K-$153K,"We are looking for a Analytics Consultant to join our team. You will be working with Git, Docker, Snowflake, Python, Statistics, Jira, Google Cloud, Looker.",3.9,2024-05-02
Senior Data Analyst,Innovate Solutions,"Atlanta, GA",$84K-$118K,"Seeking a talented Senior Data Analyst. Proficiency in Hadoop, Airflow, Spark, Excel, Docker is a must.",3.0,2024-04-25
Data Scientist,TechCorp,"Austin, TX",$57K-$67K,"Seeking a talented Data Scientist. Proficiency in Git, Excel, AWS, Azure is a must.",3.8,2025-01-20
BI Developer,Innovate Solutions,"Berlin, DE",$87K-$127K,"Exciting opportunity for a BI Developer at Innovate Solutions. Must have experience in Machine Learning, R, Kubernetes, Hadoop, Python, Excel, AWS.",4.6,2025-02-07
Junior Data Analyst,RetailGiants,"London, UK",$55K-$86K,"Seeking a talented Junior Data Analyst. Proficiency in Excel, Snowflake, Spark, Power BI, AWS, Hadoop, Docker, Statistics is a must.",4.6,2024-10-16
Product Analyst,TechCorp,"Denver, CO",$105K-$152K,"We are looking for a Product Analyst to join our team. You will be working with Spark, Power BI, R, Azure, Airflow, Hadoop.",3.6,2025-10-16
Machine Learning Engineer,EduTech,"Berlin, DE",$85K-$95K,"Seeking a talented Machine Learning Engineer. Proficiency in Power BI, Spark, Tableau, Excel, Hadoop, Airflow, Docker is a must.",3.2,2024-11-22
Financial Analyst,Beta Data,"Atlanta, GA",$63K-$85K,"Join Beta Data as a Financial Analyst. Key skills required: Jira, Looker, SQL, Python.",4.9,2025-02-23
Machine Learning Engineer,Delta Dynamics,"Los Angeles, CA",$80K-$124K,"We are looking for a Machine Learning Engineer to join our team. You will be working with Airflow, Machine Learning, Jira, Spark, Snowflake, SQL, Docker, Git.",3.6,2025-02-18
BI Developer,DataWiz,"Berlin, DE",$90K-$130K,"Seeking a talented BI Developer. Proficiency in Spark, Git, Kubernetes is a must.",3.2,2025-07-12
Data Scientist,HealthCare Inc.,Remote,$89K-$139K,"HealthCare Inc. is hiring a Data Scientist. You should know Python, Power BI, Jira, R, Google Cloud.",4.3,2024-03-25
